企业名称,工作地点,岗位名称,岗位工资,平均工资,相关专业,学历要求,待遇
卫宁健康科技集团股份有限公司,上海市,人工智能（深度学习算法工程师）,8K-12K/月,10000.0,计算机科学与技术，计算机科学与技术，生物技术，生物科学，数学与应用数学,博士及以上,
浙江海正药业股份有限公司,台州市 杭州市,质量工程师,4K-7K/月,5500.0,制药工程，化工与制药类，化学工程与工艺，化学工程与工业生物工程,本科及以上,
浙江海正药业股份有限公司,杭州市 台州市,分析工程师,4K-7K/月,5500.0,制药工程，化工与制药类，化学工程与工业生物工程,本科及以上,
浙江海正药业股份有限公司,杭州市 台州市,微生物工程师,4K-7K/月,5500.0,化学生物学，化工与制药类，制药工程，生物制药，生物工程,本科及以上,
浙江海正药业股份有限公司,杭州市 台州市,药物合成工程师,4K-7K/月,5500.0,化学，应用化学，化学生物学，化学工程与工艺，化学工程与工业生物工程,本科及以上,
中山市三美高新材料技术有限公司,中山市,储备干部（生产工程师）,5K-8K/月,6500.0,化工与制药类，化学工程与工艺，化学工程与工业生物工程,大专及以上,"绩效奖金,岗前培训,节日礼物,年度旅游,岗位晋升,带薪年假,五险一金"
广州赛哲生物科技股份有限公司,广州市,BD技术支持,6K-8K/月,7000.0,化学生物学，古生物学，生物科学类，生物科学，生物技术，生物信息学，化学工程与工业生物工程，生物医学工程类，生物医学工程，生物工程类，生物工程，生物制药，应用生物科学,不限,"绩效奖金,岗前培训,扁平管理,年度旅游,岗位晋升,股票期权,弹性工作,带薪年假,员工旅游"
广州赛哲生物科技股份有限公司,广州市,实习生/兼职,1K-4K/月,2500.0,化学生物学，古生物学，生物科学类，生物科学，生物技术，生物信息学，化学工程与工业生物工程，生物医学工程类，生物医学工程，生物工程类，生物工程，生物制药，应用生物科学,本科及以上,弹性工作
广州赛哲生物科技股份有限公司,广州市,销售代表,3K-8K/月,5500.0,化学生物学，古生物学，生物科学类，生物科学，生物技术，生物信息学，化学工程与工业生物工程，生物医学工程类，生物医学工程，生物工程类，生物工程，生物制药，应用生物科学,不限,"弹性工作,员工旅游,交通补助,股票期权,岗位晋升,年度旅游,扁平管理,节日礼物,岗前培训,绩效奖金,"
广州赛哲生物科技股份有限公司,广州市,测序实验工程师,3K-5K/月,4000.0,化学生物学，古生物学，生物科学类，生物科学，生物技术，生物信息学，化学工程与工业生物工程，生物医学工程类，生物医学工程，生物工程类，生物工程，生物制药，应用生物科学,本科及以上,"绩效奖金,岗前培训,节日礼物,年度旅游,岗位晋升,股票期权,带薪年假,员工旅游"
广州赛哲生物科技股份有限公司,广州市,实验技术员,3K-5K/月,4000.0,化学生物学，古生物学，生物科学类，生物科学，生物技术，生物信息学，化学工程与工业生物工程，生物医学工程类，生物医学工程，生物工程类，生物工程，生物制药，应用生物科学,不限,"绩效奖金,岗前培训,节日礼物,年度旅游,股票期权,岗位晋升,带薪年假,员工旅游,六险一金,商业保险"
福建圣农食品有限公司,南平市,品质专员,3K-4K/月,3500.0,化学，食品科学与工程，食品质量与安全，生物工程,本科及以上,年底双薪 绩效奖金 岗前培训 岗位晋升 包吃包住  扁平管理 健康体检
广州赛哲生物科技股份有限公司,广州市,技术支持,6K-10K/月,8000.0,生物医学工程，生物技术，生物科学类，生物科学，药学,硕士及以上,"绩效奖金,岗前培训,节日礼物,扁平管理,年度旅游,岗位晋升,股票期权,弹性工作,带薪年假,通讯补贴,"
福建圣农食品有限公司,南平市 上海市,研发专员,3K-5K/月,4000.0,食品科学与工程，食品质量与安全，食品科学与工程类，生物工程类，生物工程,本科及以上,年底双薪 绩效奖金 岗前培训 扁平管理 节日礼物 岗位晋升 包吃包住
广州赛哲生物科技股份有限公司,上海市 北京市 沈阳市 成都市 武汉市 广州市 济南市 青岛市 郑州市,技术型销售工程师,6K-10K/月,8000.0,临床医学，医学影像学，医学检验技术，生物科学，药学,本科及以上,"绩效奖金,带薪年假,弹性工作,交通补助,员工旅游,扁平管理,年度旅游,岗位晋升,股票期权,节日礼物"
武汉科林精细化工有限公司,武汉市,化工工艺工程师,3K-5K/月,4000.0,化学工程与工艺，化学工程与工业生物工程,本科及以上,
江苏盛世康禾生物技术有限公司,长沙市,销售,面议,0.0,应用生物科学，市场营销,大专及以上,挑战高薪、广阔的晋升平台，3500起薪，父母可免费国外游
康龙化成（北京）新药技术股份有限公司,北京市 上海市 天津市 宁波市 西安市,药理学研究员,4K-13K/月,8500.0,药学类，基础医学类，动物医学类，生物医学工程类，生物制药,本科及以上,
康龙化成（北京）新药技术股份有限公司,北京市 上海市 天津市 宁波市 西安市,药代及药代动力学研究员,4K-13K/月,8500.0,药学，中药学类，动物药学，生物制药，生物医学工程类,本科及以上,
康龙化成（北京）新药技术股份有限公司,北京市 上海市 天津市 宁波市 西安市,生物学研究员,4K-14K/月,9000.0,生物科学类，生物科学，生物技术，生物工程，生物制药,本科及以上,
康龙化成（北京）新药技术股份有限公司,北京市 上海市 天津市 宁波市 西安市,化学分析研究员,4K-13K/月,8500.0,药物化学，化学生物学，化学工程与工艺，应用化学，化学类,本科及以上,
康龙化成（北京）新药技术股份有限公司,北京市 上海市 天津市 宁波市 西安市,有机合成助理研究员,4K-5K/月,4500.0,生物制药，生物工程，制药工程，化工与制药类，化学工程与工艺,大专及以上,
康龙化成（北京）新药技术股份有限公司,北京市 上海市 天津市 宁波市 西安市,有机合成研究员,6K-7K/月,6500.0,化学工程与工艺，化工与制药类，制药工程，生物制药，生物工程,硕士及以上,
康龙化成（北京）新药技术股份有限公司,北京市 上海市 天津市 宁波市 西安市,高级有机合成研究员,13K-16K/月,14500.0,化工与制药类，制药工程，化学工程与工艺，生物制药，生物工程类,博士及以上,
上海派森诺生物科技股份有限公司,上海市,医学服务销售工程师,3K-5K/月,4000.0,生物医学工程类，生物医学工程，基础医学类，基础医学，预防医学,大专及以上,
深圳民声第三方监管有限公司,深圳市,食品安全检查员,4K-6K/月,5000.0,制药工程，化学，生物工程，食品科学与工程，医学检验技术,本科及以上,
上海派森诺生物科技股份有限公司,上海市 南京市,技术支持,6K-8K/月,7000.0,生物科学，生物技术，农学，植物保护,硕士及以上,
上海派森诺生物科技股份有限公司,全国,销售工程师(全国）,6K-8K/月,7000.0,生物技术，农学，植物保护，动物科学，临床医学,硕士及以上,
上海派森诺生物科技股份有限公司,上海市 南京市,生物信息工程师,4K-6K/月,5000.0,生物信息学，农学，植物保护,本科及以上,
康龙化成（北京）新药技术股份有限公司,北京市 天津市 宁波市 西安市 上海市,有机合成员,6K-8K/月,7000.0,化学类，应用化学，化学，化学生物学，分子科学与工程,硕士及以上,
浙江九洲药业股份有限公司,台州市 盐城市,质量人员,3.5K-6K/月,4750.0,材料化学，化工与制药类，化学工程与工艺，制药工程，化学工程与工业生物工程,本科及以上,
浙江九洲药业股份有限公司,台州市 杭州市,实验员,3.5K-6K/月,4750.0,药物分析，制药工程，化工与制药类，化学工程与工艺，化学工程与工业生物工程,本科及以上,
北京蓝色极点医药科技发展有限公司,北京市 武汉市 西安市,医学英语译审/翻译,3K-5K/月,4000.0,临床医学类，基础医学类，药学，生物技术，翻译，英语,本科及以上,"绩效奖金,岗前培训,岗位晋升,股票期权,交通补助"
东莞徐记食品有限公司,东莞市,产品管理培训生,5K-7K/月,6000.0,应用化学，生物技术，材料类，包装工程，设计学类，艺术设计学,本科及以上,"岗前培训,节日礼物,岗位晋升,带薪年假，免费食宿"
东莞徐记食品有限公司,东莞市,技术管理培训生,5K-7K/月,6000.0,生物技术，食品科学与工程，食品质量与安全，粮食工程，应用化学,本科及以上,"岗前培训,节日礼物,岗位晋升,带薪年假，免费食宿"
浙江花园生物高科股份有限公司,金华市,质检员,3.5K-10K/月,6750.0,生物制药,本科及以上,
浙江花园生物高科股份有限公司,金华市,质保员,3.5K-10K/月,6750.0,生物制药,本科及以上,
浙江海洲制药有限公司,台州市,项目工程师,3.5K-5.5K/月,4500.0,化学工程与工艺，化学工程与工业生物工程，制药工程,本科及以上,"年底双薪,绩效奖金,岗前培训,节日礼物,年度旅游,岗位晋升,房补,餐补,带薪年假"
武汉市佰益特化工有限公司,武汉市,外贸业务,3K-7K/月,5000.0,化工与制药类，化学工程与工艺，化学工程与工业生物工程，英语，德语,本科及以上,
海利尔药业集团股份有限公司,青岛市,有机合成研究员,4K-6K/月,5000.0,生物科学,硕士及以上,绩效奖金 岗前培训 节日礼物 岗位晋升 股票期权 带薪年假 餐补 房补 免费班车
海利尔药业集团股份有限公司,青岛市,农药创制研发,4K-20K/月,12000.0,生物科学,硕士及以上,
湖北联结生物材料有限公司,武汉市,质检员,3K-5K/月,4000.0,化学生物学，生物科学类，生物技术，临床医学,本科及以上,"绩效奖金,年底双薪，提供食宿，五险一金，周末双休"
厦门安捷致善医学数据科技有限公司,厦门市,调研工程师（食品营业专业）,4K-6K/月,5000.0,食品科学与工程类，食品科学与工程，食品营养与检验教育，食品卫生与营养学，生物技术,硕士及以上,
深圳市海浦蒙特科技有限公司,全国,技术支持工程师,5K-10K/月,7500.0,生物医学工程，电子信息工程，电气工程及其自动化，自动化，通信工程,本科及以上,
深圳市海浦蒙特科技有限公司,全国,行业拓展工程师,5K-10K/月,7500.0,生物医学工程，电子信息工程，电气工程及其自动化，自动化，通信工程,本科及以上,
正大天晴药业集团股份有限公司,全国,产品专员,8K-10K/月,9000.0,生物科学类，制药工程，化工与制药类，中西医结合类，药学类,硕士及以上,
正大天晴药业集团股份有限公司,全国,学术专员,6K-8K/月,7000.0,临床医学，药学，制药工程，生物工程，药品经营与管理,本科及以上,绩效奖金 岗前培训 年度旅游 岗位晋升 餐补 交通补助 带薪年假 弹性工作 包吃包住
湖北恒安芙林药业股份有限公司,宜昌市,设备技术人员,3K-5K/月,4000.0,电气工程及其自动化，电气类，电子信息工程，电子信息类，通信工程，自动化类，制药工程，生物制药,本科及以上,"绩效奖金,岗前培训,年度旅游,岗位晋升,股票期权,带薪年假,免费班车"
厦门安捷致善医学数据科技有限公司,厦门市,实验工程师,4K-6K/月,5000.0,生物科学，生物技术，生物科学类,大专及以上,
浙江燎原药业股份有限公司,台州市,研发实验员,3K-54K/月,28500.0,化学工程与工艺，制药工程，化学工程与工业生物工程，药学，药物分析,本科及以上,
昆明中药厂有限公司,昆明市,种植基地管理员,4K-6K/月,5000.0,生物医学工程，药学,本科及以上,
上海键合医药科技有限公司,上海市,合成研究员,4K-7K/月,5500.0,制药工程，生物工程，化学工程，化学工艺，化学工程与工艺,本科及以上,"年底双薪 ,带薪年假 ,节日礼物,年度旅游,岗位晋升,交通补助,餐补"
广州基迪奥生物科技有限公司,广州市,生物信息分析工程师,4K-8K/月,6000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,"绩效奖金,岗前培训,节日礼物,扁平管理,年度旅游,岗位晋升,股票期权,弹性工作,员工旅游,,带薪年假"
广州基迪奥生物科技有限公司,广州市,实验室技术员,3K-6K/月,4500.0,植物生产类，农学，园艺，植物保护，植物科学与技术，种子科学与工程，设施农业科学与工程，茶学，烟草，应用生物科学，农艺教育，园艺教育，自然保护与环境生态类，农业资源与环境，野生动物与自然保护区管理，水土保持与荒漠化防治，动物生产类，动物科学，蚕学，蜂学，动物医学类，动物医学，动物药学，动植物检疫，林学类，林学，园林，森林保护，水产类，水产养殖学，海洋渔业科学与技术，水族科学与技术，草学类，草业科学，基础医学类，基础医学，临床医学类，临床医学，麻醉学，医学影像学，眼视光医学，精神医学，放射医学，口腔医学类，口,本科及以上,"绩效奖金,岗前培训,扁平管理,年度旅游,股票期权,员工旅游,带薪年假,弹性工作"
益善生物技术股份有限公司,广州市,市场专员,6K-10K/月,8000.0,生物科学类，生物技术，生物信息学，动物医学类，基础医学类，临床医学类,硕士及以上,免费班车、年度旅游、带薪年假
益善生物技术股份有限公司,全国,学术推广专员,6K-10K/月,8000.0,生物信息学，生物技术，生物科学类，动物医学类，基础医学类，临床医学类，预防医学,硕士及以上,五险一金
益善生物技术股份有限公司,上海市 北京市 广州市 福州市 成都市,技术员（检测/生产/质检）,3K-6K/月,4500.0,生物技术，医学技术类，医学检验技术，卫生检验与检疫，基础医学类，临床医学类，预防医学，动植物检疫,大专及以上,五险一金
益善生物技术股份有限公司,全国,技术支持,6K-10K/月,8000.0,生物技术，生物科学类，生物信息学，动物医学类，动物科学，预防医学，基础医学类，临床医学类,硕士及以上,五险一金
益善生物技术股份有限公司,全国,注册专员/临床监察员,6K-10K/月,8000.0,生物技术，生物科学类，生物信息学，动物医学类，基础医学类，临床医学类,硕士及以上,五险一金
益善生物技术股份有限公司,广州市,研发工程师,6K-10K/月,8000.0,生物科学，生物技术，生物信息学，动物科学，动物医学类，基础医学类，基础医学，临床医学类，临床医学，预防医学,硕士及以上,五险一金、餐补、免费班车、带薪年假、年度旅游、绩效奖金
厦门安捷致善医学数据科技有限公司,全国,销售管培生,5K-8K/月,6500.0,生物科学类，生物科学，生物技术，生物信息学，临床医学,本科及以上,"年底双薪,岗前培训,扁平管理,年度旅游,岗位晋升,弹性工作,员工旅游,交通补助"
厦门安捷致善医学数据科技有限公司,厦门市 上海市,生物信息分析工程师,5K-8K/月,6500.0,生物信息学,本科及以上,
深圳康泰生物制品股份有限公司,深圳市,生产工艺员（实习生）,2K-3K/月,2500.0,生物科学，预防医学，生物技术,本科及以上,
珠海联邦制药股份有限公司,珠海市,生产研发,5K-10K/月,7500.0,过程装备与控制工程，电气工程及其自动化，自动化，环境科学与工程，生物工程,本科及以上,
三诺生物传感股份有限公司,长沙市,试剂研发工程师,3.5K-7K/月,5250.0,化学类，应用化学，化学，化学生物学,硕士及以上,
湘江涂料科技有限公司,长沙市,技术研发工程师,4K-6K/月,5000.0,材料化学，化学工程与工业生物工程，化学工程与工艺，化工与制药类,本科及以上,
深圳市芭田生态工程股份有限公司,深圳市,研发员,7K-15K/月,11000.0,植物生产类，植物科学与技术，设施农业科学与工程，植物保护，农学，化学工程与工艺，化学工程与工业生物工程,硕士及以上,提供住宿 五险一金 年度体检 食住行补贴 年终奖励 提供创业平台
深圳市芭田生态工程股份有限公司,深圳市,博士后,8K-20K/月,14000.0,植物科学与技术，农学，化学工程与工艺，化学工程与工业生物工程,博士及以上,提供住宿 五险一金 深圳市博士后补贴 年度体检 食住行补贴 年终奖励 提供创业平台
益海嘉里（武汉）粮油工业有限公司,武汉市,化验员,3.5K-4K/月,3750.0,食品科学与工程，生物工程,本科及以上,
牧原食品股份有限公司,全国,育种研发助理,5.5K-6K/月,5750.0,动物药学，动物医学，生物工程,本科及以上,
牧原食品股份有限公司,全国,营养师,5.5K-6K/月,5750.0,生物医学工程，动物科学，动物医学类，动物医学，动植物检疫,本科及以上,
上海量健企业管理咨询服务有限公司,上海市,见习营养顾问,4K-8K/月,6000.0,食品卫生与营养学，康复治疗学，生物科学类，市场营销,大专及以上,
湖北葛店人福药用辅料有限责任公司,全国,医药代表,5K-10K/月,7500.0,化学，化学类，应用化学，分子科学与工程，化学生物学,本科及以上,
稳健医疗用品股份有限公司,河源市 咸宁市,检测工程师,3.5K-5K/月,4250.0,纺织类，纺织工程，材料类，生物科学类,本科及以上,
稳健医疗用品股份有限公司,黄冈市 深圳市,研发助理,3.5K-4.5K/月,4000.0,纺织类，化学类，生物工程类，高分子材料与工程,本科及以上,
稳健医疗用品股份有限公司,咸宁市 宜昌市,工艺工程师,3.5K-5K/月,4250.0,轻化工程，生物工程类，生物工程，纺织工程,本科及以上,
稳健医疗用品股份有限公司,深圳市,法规助理,4K-6K/月,5000.0,基础医学类，药学类，纺织类，生物医学工程类,本科及以上,
上海正帆科技股份有限公司,上海市 泰州市 扬州市 无锡市,助理项目工程师（机电工程方向）,4K-8K/月,6000.0,化学类，机械类，自动化类，化学工程与工业生物工程，化工与制药类,本科及以上,
陕西凤凰国际飞行学院有限责任公司,全国,民航飞行员公费,10K-20K/月,15000.0,资源与环境经济学，法学，历史学类，物理学类，数学类，化学生物学，地理科学类，海洋科学类，地质学类，生物科学类，冶金工程，化学工程与工艺，土木类，自动化类，电气工程及其自动化，光电信息科学与工程，矿业类，地质类,本科及以上,
上海目迩电子科技有限公司,上海市 成都市 广州市,健康咨询师健康顾问,3K-6K/月,4500.0,生物技术，中医学类，针灸推拿学，药事管理，护理学,大专及以上,
上海目迩电子科技有限公司,成都市 广州市 上海市,培训讲师,3K-5K/月,4000.0,生物技术,大专及以上,敢于演讲。敢于突破，遇见最好的自己
中化蓝天集团有限公司,郴州市 杭州市 绍兴市 西安市 苏州市,工艺工程师储备,5K-8K/月,6500.0,化学工程与工艺，化学工程与工业生物工程，过程装备与控制工程，化工与制药类，市场营销,本科及以上,
厦门松霖科技有限公司,厦门市,认证工程师,3K-5K/月,4000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,
厦门松霖科技有限公司,厦门市,检测工程师,3K-5K/月,4000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,
厦门松霖科技有限公司,厦门市,品质工程师,3K-5K/月,4000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,
厦门松霖科技有限公司,厦门市,采购,3K-5K/月,4000.0,数学类，数学与应用数学，信息与计算科学，数理基础科学，物理学类，物理学，应用物理学，核物理，声学，化学类，化学，应用化学，化学生物学，分子科学与工程，天文学类，天文学，地理科学类，地理科学，自然地理与资源环境，人文地理与城乡规划，地理信息科学，大气科学类，大气科学，应用气象学，海洋科学类，海洋科学，海洋技术，海洋资源与环境，军事海洋学，地球物理学类，地球物理学，空间科学与技术，地质学类，地质学，地球化学，地球信息科学与技术，古生物学，生物科学类，生物科学，生物技术，生物信息学，生态学，心理学类，心理学，应,本科及以上,
厦门松霖科技有限公司,厦门市,生产管培生,5K-7K/月,6000.0,信息与计算科学，核物理，生物技术，生物科学类，生物科学,本科及以上,
浙江海翔药业股份有限公司,台州市,QC分析员,4K-5K/月,4500.0,化工与制药类，制药工程，化学工程与工艺，化学工程与工业生物工程，生物工程,本科及以上,
武汉博沃生物科技有限公司,武汉市,细胞病毒实验岗,4K-6.5K/月,5250.0,化工与制药类，化学生物学，生物技术，生物工程，生物制药,本科及以上,
武汉博沃生物科技有限公司,武汉市,分子互作工程师,3.5K-6K/月,4750.0,生物技术，生物工程，生物医学工程，生物制药,本科及以上,
武汉博沃生物科技有限公司,武汉市,结合工艺研究工程师,3.5K-6K/月,4750.0,生物工程,本科及以上,
湖南可菲香精香料科技有限公司,湘潭市,应用工程师助理,3K-8K/月,5500.0,化学类，化学，应用化学，化学生物学,本科及以上,包吃包住 年底双薪 绩效奖金 节日礼物 岗前培训 年度旅游 岗位晋升 健康体检
湖北省为源教育投资有限公司,武汉市,初高中化学教师,4K-8K/月,6000.0,化学类，化学，应用化学，化学生物学，材料化学,本科及以上,
深圳市恒纬祥科技有限公司,深圳市,研发助理,4K-6K/月,5000.0,高分子材料与工程，化学工程与工艺，化学工程与工业生物工程,本科及以上,年度旅游  年度体检  节假日福利  晋升空间  多方面培训  包食宿
浙江华海药业股份有限公司,台州市,环保员,3.8K-6K/月,4900.0,化工与制药类，制药工程，化学工程与工艺，化学工程与工业生物工程,大专及以上,
江苏豪森药业集团有限公司,上海市,产品专员,6K-10K/月,8000.0,药学类，临床药学，生物医学工程类，临床医学类,本科及以上,
湖北犇星化工有限责任公司,随州市,研发技术员,3.5K-5K/月,4250.0,材料化学，高分子材料与工程，化学工程与工业生物工程，化学工程与工艺，化工与制药类,本科及以上,
武汉超支化树脂科技有限公司,武汉市,销售业务员,4K-10K/月,7000.0,化学类，应用化学，化学，化学生物学，材料化学，能源化学工程，化学工程与工业生物工程,大专及以上,社会五险 房租补贴 销售提成
广州峻美生物科技有限公司,广州市,化妆品配方工程师,面议,0.0,化工与制药类，化学工程与工艺，化学工程与工业生物工程，轻工类，轻化工程,本科及以上,
四川沱牌舍得酒业股份有限公司,遂宁市,酿酒管培生,3.5K-4K/月,3750.0,酿酒工程，生物工程,大专及以上,
绍兴兴欣化工有限公司,绍兴市,工艺员（储备干部）,6K-8K/月,7000.0,化学工程与工艺，应用化学，化学，化学生物学，分子科学与工程,本科及以上,节日礼物  岗位晋升 带薪年假 餐补 房补 免费班车 员工旅游 健康体检 交通补助
江苏氢阳能源有限公司,武汉市,工艺实验员,350K-450K/月,400000.0,化学工程与工艺，应用化学，化学类，化学，化学生物学，地球化学，材料化学，能源化学工程，化学工程与工业生物工程，药物化学,大专及以上,五险一金 周末双休 包住 餐补（20元/日） 交通补贴（10元/日） 住房补贴 全勤奖 绩效奖金等
武汉光谷新药孵化公共服务平台有限公司,武汉市,项目管理培训生,面议,0.0,化学生物学，化学类，生物科学类，生物技术，生物信息学,本科及以上,
四川沱牌舍得酒业股份有限公司,遂宁市,酿酒生产管培生,3.5K-4K/月,3750.0,生物科学类，生物技术，生物科学,大专及以上,无线一金  免费住宿  带薪年假  大额医保  补充医保  商业保险
深圳市中玺安安全技术有限公司,深圳,安全技术专员,3K-6K/月,4500.0,化学工程与工艺，安全工程，化学工程与工业生物工程，电气工程与智能控制，电气类,本科及以上,
深圳康泰生物制品股份有限公司,深圳市,生化实验员,2K-3K/月,2500.0,生物工程，，,本科及以上,
湖北回头客食品有限公司,孝感市,管培生(培养方向：生产管理-化验-营销）,3.5K-5K/月,4250.0,机械设计制造及其自动化，机械工程，材料科学与工程，材料化学，电气工程及其自动化，自动化类，自动化，食品科学与工程类，食品科学与工程，食品质量与安全，食品营养与检验教育，烹饪与营养教育，生物工程类，生物制药，生物工程，管理科学与工程类，管理科学，工商管理，工商管理类，市场营销，人力资源管理，行政管理，工业工程类，电子商务类，电子商务及法律，电子商务，质量管理工程,大专及以上,五险一金、包住、培训学习机会、晋升快、薪资高、（食品科学、机电一体化、营销、化学等专业优先）
上海友尹化工装备有限公司,上海市,化工工艺工程师,面议,0.0,化学工程与工艺，化工与制药类，制药工程，化学工程与工业生物工程,本科及以上,
深圳康泰生物制品股份有限公司,深圳市,疫苗生产工艺员,5.5K-8K/月,6750.0,制药工程，生物技术，预防医学，医学检验技术,本科及以上,
广东贝源检测技术股份有限公司,广州市,销售助理,3.5K-4.5K/月,4000.0,市场营销，环境工程，，生物工程，,本科及以上,
广东贝源检测技术股份有限公司,广州市,销售代表,3.5K-5K/月,4250.0,市场营销，环境工程，，生物工程，,大专及以上,
广东贝源检测技术股份有限公司,广州市,报告编辑工程师,3.5K-4.5K/月,4000.0,环境工程，，化学，生物工程，,大专及以上,
广东贝源检测技术股份有限公司,广州市,无机分析工程师,3.5K-5K/月,4250.0,环境工程，，卫生检验与检疫，，生物工程,本科及以上,
广东贝源检测技术股份有限公司,广州市,有机实验分析工程师,4K-5K/月,4500.0,环境工程，，生物工程，,本科及以上,
广东贝源检测技术股份有限公司,广州市,微生物分析工程师,3.5K-4.5K/月,4000.0,生物技术,大专及以上,
广州维正知识产权代理有限公司,全国,专利工程师助理,5K-8K/月,6500.0,电气工程及其自动化，通信工程，自动化，电子信息工程，生物医学工程,本科及以上,股票期权 带薪年假 员工旅游 健康体检 扁平管理 节日礼物 年度旅游 岗位晋升 绩效奖金 岗前培训
深圳康泰生物制品股份有限公司,深圳市,质量监督储干（QA）,3K-3.5K/月,3250.0,制药工程，生物技术,硕士及以上,
北京经纬传奇医药科技有限公司,北京市 上海市 长沙市,稽查员助理稽查员,面议,0.0,海洋科学，生物科学类，临床医学，临床医学类，中药学,本科及以上,
武汉市思泰利医疗器械发展有限公司,武汉市,品质管理员,面议,0.0,化学生物学，物理学类，应用化学，生物科学类,本科及以上,
上海大桥化工有限公司,上海市,技术工程师,3.5K-4.5K/月,4000.0,化学，化学生物学，分子科学与工程，应用化学，化学类,本科及以上,
北京白象新技术有限公司,北京市,生物实验员,5K-6K/月,5500.0,化学，化学生物学,大专及以上,
武汉市思泰利医疗器械发展有限公司,武汉市,品管员,面议,0.0,物理学类，化学类，生物科学,本科及以上,
湖北美天生物科技股份有限公司,武汉市,合成研发人员,3K-5K/月,4000.0,化学类，化学，应用化学，化学生物学，材料化学,本科及以上,实验室研发，晋升空间大，行业标杆
浙江天丰生物科学有限公司,金华市,工程师,6K-10K/月,8000.0,化学类，化学生物学，材料化学,不限,
广州元帅生物科技有限公司,广州市,生物实验室科研人员,5K-8K/月,6500.0,生物医学工程类，生物工程,硕士及以上,
广州元帅生物科技有限公司,广州市,生物实验室制配中心科研人员,5K-8K/月,6500.0,生物医学工程,硕士及以上,
广州元帅生物科技有限公司,广州市,生物实验室制配中心研发技术人员,5K-8K/月,6500.0,生物医学工程，生物工程,硕士及以上,
浙江天丰生物科学有限公司,金华市,品质管理,3K-5K/月,4000.0,应用化学，化学类，化学生物学，化学，古生物学，生物技术，化学工程与工艺，制药工程，化工与制药类，农学，植物保护，园艺，植物生产类,大专及以上,
浙江天丰生物科学有限公司,全国,市场管理市场营销,7K-10K/月,8500.0,市场营销，农学，植物保护，应用生物科学，园艺，植物生产类，植物科学与技术,本科及以上,
浙江天丰生物科学有限公司,金华市,设备管理,3K-5K/月,4000.0,机械工程，机械类，自动化，化学工程与工艺，化学工程与工业生物工程，农业机械化及其自动化，安全工程，生物工程类,大专及以上,
浙江天丰生物科学有限公司,金华市,生产管理,3K-5K/月,4000.0,管理科学，农学，植物保护，材料化学，应用化学，化学生物学，分子科学与工程，化学,本科及以上,
浙江天丰生物科学有限公司,金华市,研发助理,3K-5K/月,4000.0,化学类，应用化学，化学，化学生物学，材料化学，农学，植物保护,大专及以上,
浙江天丰生物科学有限公司,金华市,研发工程师,5K-7K/月,6000.0,化学，化学生物学，分子科学与工程，应用化学，化学类，材料化学，生物制药,硕士及以上,
云南莱博科技有限公司,昆明市,试剂耗材专员,4K-8K/月,6000.0,生物科学类，生物技术，生物医学工程类，生物工程类，生物科学,本科及以上,
云南莱博科技有限公司,昆明市,总经理业务助理,4K-8K/月,6000.0,生物科学类，生物技术，生物医学工程，生物工程类，生物科学,硕士及以上,
